SalePrice,Bedrooms,Baths,LotArea,LivingArea,GarageArea,Neighborhood,HouseStyle,YearBuilt,YearSold
148000,2,1,3675,1072,525,Edwards,S/Level,2005,2008
145500,2,1,3675,1072,525,Edwards,S/Foyer,2005,2009
137000,2,1,3675,1072,525,Edwards,S/Foyer,2005,2010
145500,3,2,2522,1709,380,Edwards,2-Story,2004,2010
118000,2,1,9405,698,0,Edwards,1-Story,1947,2009
118000,4,2,12108,1440,0,Edwards,1-Story,1955,2008
85000,3,1,6410,876,320,Edwards,1-Story,1959,2009
90000,3,1,6410,960,0,Edwards,1-Story,1958,2010
82500,2,2,6845,1152,0,Edwards,1-Story,1955,2008
140000,2,2,8546,1121,440,Edwards,1-Story,2003,2010
91900,2,1,6931,784,0,Edwards,1-Story,1955,2008
120000,3,1,11767,1368,195,Edwards,1-Story,1950,2009
113000,3,1,8741,1487,220,Edwards,1.5 Fin,1945,2010
98000,4,2,8405,1529,240,Edwards,1.5 Fin,1945,2009
80000,2,1,12180,924,280,Edwards,1.5 Fin,1941,2010
99900,2,1,4060,864,0,Edwards,1-Story,1922,2009
82000,2,1,10206,944,528,Edwards,1-Story,1952,2009
96000,4,1,8050,1137,0,Edwards,1.5 Fin,1947,2008
99000,2,1,9520,930,286,Edwards,1-Story,1953,2008
119900,6,2,10926,1678,0,Edwards,1-Story,1959,2009
103500,2,1,11767,1560,313,Edwards,1-Story,1956,2009
130500,3,1,11767,1200,240,Edwards,1.5 Fin,1946,2008
135000,4,2,8172,1470,548,Edwards,1.5 Fin,1954,2008
135500,3,1,16466,1393,300,Edwards,1.5 Fin,1955,2008
144500,4,1,8562,1526,364,Edwards,1-Story,1957,2010
125000,3,2,17087,1405,600,WllwCr1,1-Story,1976,2008
103000,2,2,15601,1073,200,WllwCr1,1-Story,1976,2009
103200,2,2,15601,1073,200,WllwCr1,1-Story,1976,2009
125000,2,2,17087,1405,400,WllwCr1,1-Story,1976,2008
101000,1,2,15601,1073,200,WllwCr1,1-Story,1976,2010
106000,2,2,15601,1073,400,WllwCr1,1-Story,1976,2009
137500,2,2,19315,1564,267,WllwCr2,2-Story,1978,2010
131400,2,2,19315,1564,267,WllwCr2,2-Story,1978,2008
137500,3,2,22287,2091,267,WllwCr2,2-Story,1978,2010
146000,3,2,22287,2091,267,WllwCr2,2-Story,1978,2010
124000,2,2,19315,1564,267,WllwCr2,2-Story,1978,2009
123000,2,2,19315,1564,267,WllwCr2,2-Story,1978,2009
104000,2,2,4853,1296,260,S&W ISU,1-Story,1924,2010
128000,4,1,6858,1647,216,S&W ISU,2-Story,1915,2010
108000,3,1,5142,1292,205,Edwards,1.5 Fin,1923,2008
98000,2,1,5604,864,0,Edwards,1-Story,1925,2008
110000,3,1,12354,1196,528,Edwards,1.5 Fin,1920,2009
67000,2,1,8248,864,0,Edwards,1-Story,1914,2008
58500,2,1,8212,864,200,Edwards,1-Story,1914,2010
122000,3,1,8212,1298,256,Edwards,1.5 Fin,1941,2009
117000,3,2,10998,1604,660,Edwards,1.5 Fin,1941,2009
135900,6,2,5687,1716,0,S&W ISU,2-Story,1912,2008
140000,3,1,8928,1512,308,S&W ISU,S/Level,1955,2010
96102,2,1,1037,959,331,MsCondo,2-Story,1973,2010
140000,4,2,12155,1482,400,S&W ISU,2-Story,1925,2008
179500,4,2,8400,2192,240,S&W ISU,2.5 Fin,1939,2008
60000,1,1,8400,438,246,S&W ISU,1-Story,1920,2009
136500,4,2,8400,1694,576,S&W ISU,1.5 Fin,1925,2008
127000,3,2,5000,1691,308,S&W ISU,1.5 Fin,1924,2010
123400,2,1,7890,856,399,S&W ISU,1-Story,1939,2008
126000,2,1,7890,856,399,S&W ISU,1-Story,1939,2010
160000,6,3,7200,2650,0,S&W ISU,2-Story,1967,2010
168000,2,2,7290,1424,312,S&W ISU,1-Story,1921,2008
139500,3,2,9900,1489,240,S&W ISU,1.5 Fin,1940,2009
197000,5,2,15863,3082,672,S&W ISU,2.5 Fin,1920,2009
100000,3,1,9839,1666,0,S&W ISU,1.5 Fin,1931,2010
189000,4,3,9842,2601,621,S&W ISU,2-Story,1921,2008
130000,4,3,9842,2601,621,S&W ISU,2-Story,1921,2010
169000,4,2,9638,2447,336,S&W ISU,1.5 Fin,1919,2010
105000,3,1,5707,1242,180,S&W ISU,2-Story,1935,2009
135000,4,2,7804,1981,576,S&W ISU,1.5 Fin,1928,2009
147500,3,1,8574,1232,440,Crawfor,1-Story,1916,2009
145000,2,1,8969,1316,369,Crawfor,2-Story,1926,2008
191000,3,2,11526,2555,672,Crawfor,2.5 Fin,1922,2008
137450,3,2,6171,1608,216,S&W ISU,1.5 Fin,1925,2009
155000,3,1,7200,1135,576,S&W ISU,2-Story,1936,2009
177000,4,2,15576,1680,308,Crawfor,2-Story,1915,2008
147500,3,1,15564,1264,400,Crawfor,1.5 Fin,1914,2008
177000,3,1,7558,1913,342,Crawfor,1.5 Fin,1928,2009
145000,3,2,6292,1477,216,S&W ISU,1.5 Fin,1928,2009
91000,2,1,6292,790,160,S&W ISU,1-Story,1930,2008
137000,3,1,7155,1228,215,Crawfor,2-Story,1918,2009
231000,3,2,7609,1512,180,Crawfor,2-Story,1925,2008
115000,3,1,10480,1639,240,S&W ISU,1.5 Fin,1936,2008
170000,2,3,10485,2182,528,S&W ISU,1.5 Fin,1931,2010
234000,3,1,10918,2080,282,Crawfor,2-Story,1926,2009
138000,4,1,9650,1603,599,Crawfor,2-Story,1923,2008
149000,3,1,7200,1502,270,Crawfor,2-Story,1931,2008
205000,2,1,13680,1567,440,Crawfor,1.5 Fin,1940,2009
177500,3,1,7500,1494,213,Crawfor,2-Story,1942,2009
188700,3,1,11988,1660,240,Crawfor,2-Story,1934,2008
160000,2,1,9600,1308,256,Crawfor,1.5 Fin,1940,2009
198000,4,2,11700,1938,240,Crawfor,1.5 Fin,1937,2008
110000,3,1,9260,1374,225,Crawfor,1.5 Fin,1938,2008
155000,2,1,14680,1273,307,Crawfor,1-Story,1960,2009
163500,2,1,13360,964,432,Crawfor,1-Story,1921,2009
154900,3,1,7681,1343,186,Crawfor,1.5 Fin,1921,2009
154900,3,1,7681,1343,186,Crawfor,1.5 Fin,1921,2009
205000,5,2,8145,2480,400,Crawfor,2.5 Unf,1940,2009
104000,2,1,7801,1091,344,Crawfor,1-Story,1951,2008
257500,4,1,10452,2133,312,Crawfor,1.5 Fin,1941,2010
381000,4,3,14100,3447,1014,Crawfor,1.5 Fin,1935,2008
311500,3,1,15660,1954,431,Crawfor,1.5 Fin,1939,2008
174500,3,1,12000,1564,234,Crawfor,2-Story,1941,2009
263400,3,2,12392,2161,506,Crawfor,1.5 Fin,1950,2008
193000,3,2,13339,1561,463,Crawfor,1-Story,1960,2009
215000,5,2,15600,2177,484,Crawfor,2-Story,1950,2010
158000,3,2,15600,1523,295,Crawfor,1.5 Fin,1949,2009
157500,3,1,14000,1152,300,Crawfor,1-Story,1950,2008
261000,4,2,9042,2340,252,Crawfor,2-Story,1941,2009
266500,4,2,9042,2340,252,Crawfor,2-Story,1941,2010
236500,3,2,26073,1898,484,Crawfor,1-Story,1956,2008
224000,3,1,14778,1640,924,Crawfor,1-Story,1954,2008
224000,3,1,17500,1906,576,Crawfor,1-Story,1954,2009
335000,3,2,17500,1902,567,Crawfor,1-Story,1959,2010
116500,2,1,1879,1032,462,Blueste,2-Story,1980,2008
115000,2,1,1733,1032,452,Blueste,2-Story,1980,2009
137000,2,1,1488,1229,462,Blueste,2-Story,1980,2009
121000,2,1,1612,1229,462,Blueste,2-Story,1980,2009
151000,3,2,1950,1556,452,Blueste,2-Story,1980,2008
124000,2,1,1300,1229,462,Blueste,2-Story,1980,2009
208000,3,2,13607,1982,501,Crawfor,S/Level,1986,2009
203135,3,2,19645,1652,473,Crawfor,S/Level,1994,2010
150500,1,1,6745,1394,319,Blueste,2-Story,1980,2008
119000,2,1,6252,1116,242,Blueste,2-Story,1988,2010
126500,2,1,6252,1116,242,Blueste,2-Story,1988,2009
108000,2,1,6252,1116,242,Blueste,2-Story,1988,2010
185000,1,1,3907,1034,598,Blueste,1-Story,1989,2010
162500,2,2,3907,1191,531,Blueste,1-Story,1989,2010
109000,3,1,2595,1123,238,Blueste,2-Story,1993,2010
112000,3,1,2595,1123,238,Blueste,2-Story,1994,2010
110500,3,1,2595,1123,238,Blueste,2-Story,1994,2008
109000,2,1,4850,1096,288,Blueste,1-Story,1986,2009
112000,2,1,4850,1096,288,Blueste,1-Story,1986,2010
115000,2,1,4850,1125,288,Blueste,1-Story,1986,2009
114000,2,1,4850,1125,288,Blueste,1-Story,1986,2009
315000,3,2,17597,2365,551,Crawfor,1-Story,1971,2009
289000,1,2,15602,1801,484,Crawfor,1-Story,1959,2010
222000,3,2,21695,1680,540,Crawfor,1-Story,1988,2009
126000,2,1,7000,919,195,IDOT&RR,1-Story,1926,2008
120000,3,1,6000,1090,240,IDOT&RR,1.5 Fin,1940,2008
55000,2,1,3636,796,0,IDOT&RR,1-Story,1922,2008
125000,3,1,5436,1154,240,IDOT&RR,1.5 Fin,1922,2008
125500,3,1,5436,1154,240,IDOT&RR,1.5 Fin,1922,2010
147000,3,1,10690,1344,468,IDOT&RR,2-Story,1920,2009
120500,2,1,5890,816,432,IDOT&RR,1-Story,1930,2008
120500,2,1,6900,778,924,IDOT&RR,1-Story,1940,2008
119000,4,1,8155,1200,0,IDOT&RR,1.5 Fin,1930,2008
82000,1,1,8154,540,200,IDOT&RR,1-Story,1941,2010
123000,5,2,8660,2168,576,IDOT&RR,2-Story,1900,2009
126000,3,1,6000,1656,288,IDOT&RR,S/Level,1967,2008
78000,3,1,6402,1192,189,IDOT&RR,2-Story,1920,2009
110000,2,1,9140,1107,625,IDOT&RR,1.5 Fin,1921,2010
99500,2,1,7392,912,360,IDOT&RR,1-Story,1930,2008
165500,4,2,9000,1955,356,IDOT&RR,1.5 Fin,1958,2008
89000,2,1,5280,1361,185,IDOT&RR,2-Story,1895,2008
40000,3,1,8500,1317,250,IDOT&RR,2-Story,1920,2008
80900,2,1,5150,1049,195,IDOT&RR,1.5 Fin,1910,2008
45000,2,1,8470,1526,0,IDOT&RR,1.5 Fin,1915,2009
75000,2,1,10200,572,200,IDOT&RR,1-Story,1925,2009
94000,2,1,8712,1178,384,IDOT&RR,1.5 Fin,1900,2008
81000,2,1,18000,894,1248,IDOT&RR,1-Story,1935,2008
65000,3,1,9000,864,216,IDOT&RR,2-Story,1920,2008
275000,2,2,4750,1625,538,Crawfor,1-Story,2006,2010
246000,2,2,3811,1646,525,Crawfor,1-Story,2004,2010
250000,2,2,3811,1646,482,Crawfor,1-Story,2004,2008
275000,2,2,3842,1646,482,Crawfor,1-Story,2004,2008
57625,1,1,21780,810,280,IDOT&RR,1-Story,1910,2009
174000,3,2,8800,1272,547,Mitchel,S/Level,1978,2010
300000,3,3,23730,2032,786,Mitchel,1-Story,1996,2008
251000,3,2,10125,2052,642,Mitchel,2-Story,2000,2009
240000,3,2,10125,2052,642,Mitchel,2-Story,2000,2010
240000,3,2,12118,1710,550,Mitchel,1-Story,2004,2009
271000,3,2,13265,1689,857,Mitchel,1-Story,2002,2008
254900,3,2,11050,1916,741,Mitchel,2-Story,1998,2010
213000,3,2,11050,1820,816,Mitchel,2-Story,1996,2008
215000,3,2,12209,1961,560,Mitchel,2-Story,2001,2009
156450,2,1,9750,926,351,Mitchel,S/Foyer,1977,2009
171000,3,1,9880,1118,358,Mitchel,S/Level,1977,2008
173000,2,1,9360,1287,541,Mitchel,S/Foyer,1977,2009
190000,3,2,9620,1285,473,Mitchel,S/Level,1977,2010
171500,3,2,10125,1279,473,Mitchel,1-Story,1977,2008
167000,3,2,10125,1279,473,Mitchel,1-Story,1977,2010
126000,4,2,10125,1734,539,Mitchel,1.5 Fin,1977,2009
173000,3,2,9947,1217,497,Mitchel,S/Level,1990,2009
228500,3,2,9990,1689,432,Mitchel,1-Story,1991,2008
201000,3,2,9196,1560,573,Mitchel,1-Story,2003,2010
179900,2,1,7200,1174,480,Mitchel,S/Level,1974,2010
169900,3,1,12328,1034,888,Mitchel,S/Level,1976,2010
170000,5,3,12760,2048,776,Mitchel,1-Story,1976,2010
160000,3,1,57200,1687,572,Timber,1-Story,1948,2010
228950,3,2,164660,1786,529,Timber,1.5 Fin,1965,2008
375000,3,2,215245,2036,513,Timber,1-Story,1965,2009
241500,2,2,4084,1501,512,Timber,1-Story,1986,2008
225000,2,2,8597,1437,312,GrnHill,1-Story,1986,2008
200000,2,2,8239,1295,312,GrnHill,1-Story,1986,2008
250000,2,2,9412,1333,312,GrnHill,1-Story,1986,2008
185000,2,2,8291,1308,312,GrnHill,1-Story,1986,2010
243000,2,2,8546,1787,312,GrnHill,1.5 Fin,1986,2009
232000,2,2,7884,1243,312,GrnHill,1-Story,1986,2008
200000,2,2,9158,1465,312,GrnHill,1-Story,1986,2010
135000,1,1,4527,644,0,GrnHill,1-Story,1986,2008
120000,1,1,4527,644,0,GrnHill,1-Story,1986,2010
130000,1,1,4839,689,0,GrnHill,1-Story,1986,2009
70000,0,1,3011,428,0,GrnHill,1-Story,1986,2010
127500,1,1,4527,644,0,GrnHill,1-Story,1986,2009
120000,1,1,4527,644,0,GrnHill,1-Story,1986,2008
135000,1,1,4288,610,0,GrnHill,1-Story,1986,2008
272000,2,2,7777,1107,0,GrnHill,1-Story,1986,2009
283000,2,1,9763,1500,306,GrnHill,1-Story,1995,2009
270000,2,1,9791,1358,318,GrnHill,1-Story,1995,2008
310000,1,2,9763,1741,286,GrnHill,1-Story,1996,2009
292500,1,1,9763,1475,316,GrnHill,1-Story,1996,2010
268000,2,2,9791,1485,316,GrnHill,1-Story,1996,2010
260000,2,1,9763,1359,310,GrnHill,1-Story,1997,2008
272500,2,2,9763,1500,286,GrnHill,1-Story,1997,2008
294000,3,2,11563,1537,788,Timber,1-Story,2006,2008
315500,2,2,12898,1620,912,Timber,1-Story,2007,2009
410000,3,2,13438,2036,780,Timber,1-Story,2008,2009
316500,3,2,14463,1641,885,Timber,1-Story,2008,2009
220000,3,2,11896,1346,660,Timber,1-Story,2008,2010
172500,3,2,9802,1442,400,Timber,S/Level,2006,2008
167250,3,2,9802,1444,400,Timber,2-Story,2006,2009
174000,3,2,9802,1444,400,Timber,2-Story,2006,2010
167500,3,2,9735,1394,400,Timber,S/Level,2006,2008
201000,3,2,8925,1466,610,Timber,1-Story,2007,2009
150000,3,2,12890,1495,438,Timber,1-Story,1989,2008
184000,3,2,12416,1651,616,Timber,1-Story,1986,2008
180000,3,2,18265,1256,578,Timber,1-Story,1986,2008
175000,3,2,11457,1412,576,Timber,1-Story,1988,2009
204000,3,2,9839,2237,440,Timber,2-Story,1980,2009
213500,3,2,14419,1479,578,Timber,S/Level,1987,2009
165000,2,2,9632,1108,560,Timber,S/Level,1986,2010
220000,2,2,6853,1296,471,Timber,1-Story,2001,2009
232500,3,2,11202,1440,467,Timber,1-Story,2003,2008
214900,4,2,11316,1894,510,Timber,2-Story,2002,2010
195000,3,2,7915,1675,435,Timber,1-Story,1999,2008
315000,2,2,14601,1838,765,Timber,1-Story,2006,2009
202900,4,2,14191,1908,431,Timber,2-Story,2002,2010
305000,4,2,12244,2262,749,Timber,2-Story,2003,2008
285000,3,2,18700,1958,1221,Timber,1-Story,2001,2010
270000,3,2,19228,1848,840,Timber,1-Story,2002,2010
298751,3,2,11449,1728,520,Timber,1-Story,2007,2008
378500,3,2,13214,2018,746,Timber,1-Story,2008,2010
425000,2,2,12633,1978,920,Timber,1-Story,2007,2009
370000,3,2,11447,1964,892,Timber,1-Story,2005,2008
169000,2,1,15300,1264,528,Mitchel,1-Story,1965,2010
139500,3,1,12518,1008,384,Mitchel,1-Story,1968,2009
115000,3,1,21750,1771,336,Mitchel,1-Story,1960,2009
173500,3,2,10114,1430,624,Mitchel,1-Story,2004,2010
162000,2,2,4500,1204,412,Mitchel,1-Story,1998,2009
160500,2,2,4500,1189,392,Mitchel,1-Story,1997,2008
165000,2,2,4500,1224,402,Mitchel,1-Story,1999,2009
173000,3,1,14137,1200,850,Mitchel,S/Foyer,1964,2008
139000,4,2,9400,1824,0,Mitchel,2-Story,1971,2010
150000,3,2,11875,1344,686,Mitchel,1-Story,1999,2008
166500,3,2,11875,1344,686,Mitchel,1-Story,1999,2010
124000,3,1,4224,1040,499,MeadowV,1-Story,1975,2008
115000,3,1,2665,1304,336,MeadowV,2-Story,1976,2008
129500,4,2,2665,1475,336,MeadowV,2-Story,1976,2008
83500,3,1,1974,1092,286,MeadowV,2-Story,1973,2010
105000,2,1,1974,988,297,MeadowV,S/Foyer,1973,2008
91000,2,1,1596,988,297,MeadowV,S/Level,1973,2009
94900,1,1,1596,988,297,MeadowV,S/Level,1973,2008
119500,2,1,2394,945,253,MeadowV,1-Story,1973,2010
85000,3,1,2592,1112,336,MeadowV,2-Story,1976,2010
130000,3,1,9858,874,288,Mitchel,1-Story,1968,2009
76000,3,1,1476,1092,0,MeadowV,2-Story,1970,2010
86000,1,1,1526,630,286,MeadowV,S/Foyer,1970,2009
75500,1,1,1491,630,0,MeadowV,S/Foyer,1972,2010
152500,3,1,17979,1160,257,Mitchel,1-Story,1968,2008
160000,3,2,13383,1404,504,Mitchel,1-Story,1969,2009
98000,3,2,1477,1092,0,MeadowV,2-Story,1970,2008
94000,3,2,1477,1092,0,MeadowV,2-Story,1970,2010
69000,1,1,1477,630,286,MeadowV,S/Foyer,1970,2010
80000,1,1,1477,630,286,MeadowV,S/Foyer,1970,2009
97000,3,1,1533,1344,0,MeadowV,2-Story,1970,2009
88000,3,1,2217,1092,286,MeadowV,2-Story,1970,2009
88250,3,1,1900,1092,0,MeadowV,2-Story,1970,2010
85500,3,1,1890,1092,286,MeadowV,2-Story,1972,2010
81000,1,1,1890,630,0,MeadowV,S/Foyer,1972,2008
130000,3,1,6953,874,352,Mitchel,1-Story,1971,2010
131900,2,1,7689,796,336,Mitchel,S/Foyer,1972,2009
113000,2,1,21750,988,520,Mitchel,1-Story,1954,2008
157900,3,1,26142,1188,312,Mitchel,1-Story,1962,2010
131250,2,1,7706,1091,429,Mitchel,S/Level,1993,2009
128500,2,1,6490,816,264,Mitchel,1-Story,1983,2008
165500,1,1,9101,1110,602,Mitchel,S/Foyer,1978,2009
119500,3,1,6951,923,264,Mitchel,1-Story,1984,2008
112000,3,1,8780,833,0,Mitchel,1-Story,1985,2009
152000,2,1,12887,833,495,Mitchel,1-Story,1984,2008
149900,2,1,12887,833,495,Mitchel,1-Story,1984,2010
159000,4,4,7700,2432,616,Mitchel,2-Story,1985,2010
149000,2,1,7669,883,698,Mitchel,S/Foyer,1992,2009
130500,3,1,6600,816,264,Mitchel,1-Story,1982,2008
138000,2,1,6600,816,816,Mitchel,1-Story,1982,2008
134500,3,1,6600,845,264,Mitchel,1-Story,1982,2008
143000,1,1,14115,1362,480,Mitchel,1.5 Fin,1993,2009
160000,4,2,12508,1750,423,Mitchel,1.5 Fin,1940,2008
130000,3,1,10429,1287,440,Mitchel,2-Story,1992,2009
145000,3,1,10464,1287,720,Mitchel,2-Story,1992,2010
137500,3,1,12395,889,484,Mitchel,1-Story,1984,2008
136000,3,1,10475,1274,576,Mitchel,2-Story,1991,2010
172000,4,2,11075,1968,530,Mitchel,2-Story,1969,2008
196000,2,2,9819,1567,714,Mitchel,1-Story,1977,2009
161000,5,2,10544,1479,275,Mitchel,1.5 Fin,1969,2010
173000,4,1,10457,1632,898,Mitchel,2-Story,1969,2009
285000,3,2,9892,1803,482,Mitchel,1-Story,1994,2010
231000,3,2,12961,1797,616,Mitchel,2-Story,1993,2010
103000,4,2,56600,1836,288,IDOT&RR,2.5 Unf,1900,2008
